channel_id,channel_name,country,latitude,longitude
UCbCmjCuTUZos6Inko4u57UQ,Cocomelon - Nursery Rhymes,US,69.67116343558305,-145.85081877800312
UC5tuYcCdiKuF5Y2ZonuarwA,Jkk Entertainment,IN,21.607304306500343,83.20375718300876
UCw7xjxzbMwgBSmbeYwqYRMg,Sony PAL,,-39.073193527547055,-101.05628375593318
UCqJ5zFEED1hWs0KNQCQuYdQ,Mikecrack,ES,39.23409214063529,-6.006241683368126
UC3ZkCd7XtUREnjjt3cyY_gg,WorkpointOfficial,TH,15.8121065898433,98.82797411076697
UC4JCksJF76g_MdzPVBJoC3Q,ARY Digital HD,PK,31.842476690287288,72.61579863403337
UCJg19noZp7-BYIGvypu_cow,JioHotstar Kids,IN,29.541494683976932,79.79176411628598
UCBVjMGOIkavEAhyqpxJ73Dw,Maroon 5,US,45.1617266816162,-116.87017192605465
UCYWOjHweP2V-8kGKmmAmQJQ,Badabun,MX,25.351448017414043,-104.87858627784343
UCBR8-60-B28hp2BmDPdntcQ,YouTube,US,44.10521586816702,-86.74213041814224
UC3KQ5GWANYF8lChqjZpXsQw,whinderssonnunes,BR,-5.986404033029025,-66.38034073192723
UCNUQK9mQoqi4yNXw2_Rj6SA,GR6 EXPLODE,BR,-17.26256131123431,-44.196510151234236
UCRWFSbif-RFENbBrSiez1DA,ABP NEWS,IN,16.029634248772872,78.94989301064797
UCcgqSM4YEo5vVQpqwN-MaNw,Rihanna,,-34.843057678493054,-84.76339521247186
UCQZfFRohQ7UX-0CdXl-6pwQ,Kimberly Loaiza,MX,23.80283905630676,-102.70168952132494
UCYLNGLIzMhRTi6ZOLjAPSmw,Shakira,,-41.78172876229945,-90.8421898333134
UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,PR,18.304858777036802,-65.7267414036963
UC9TO_oo4c_LrOiKNaY6aysA,Daddy Yankee,US,66.73548898584907,-144.7394252633856
UCV4xOVpbcV8SdueDCOxLXtQ,Fernanfloo,SV,13.269643238522207,-87.85749090685216
UCstEtN0pgOmCf02EdXsGChw,ABS-CBN Entertainment,PH,14.090685955731566,121.12181726560705
UCWi_65E_L8tQZ34C6wVAlpQ,Ishtar Music,IN,9.441210613409407,77.6269886842672
UCpEJRZdSpdVZ8vh63T9I2KQ,Like Nastya ESP,US,65.4038602584237,-144.02190951085242
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,,-43.662500746389526,-85.57721474779675
UCV306eHqgo0LvBf3Mh36AHg,Felipe Neto,BR,-4.295344939836138,-51.885505968262876
UC3MLnJtqc_phABBriLRhtgQ,SonyMusicIndiaVEVO,,-17.58741821445846,-91.69777003615077
UCp0hYYBW6IMayGgR-WeoCvQ,TheEllenShow,US,60.12566516378429,-161.53168117731636
UCYvmuw-JtVrTZQ-7Y4kd63Q,Katy Perry,US,28.4587264291565,-96.89797559555886
UCLsooMJoIpl_7ux2jvdPB-Q,Super Simple Songs - Kids Songs,CA,62.82677936794191,-140.71565022358254
UCmL1WlDI8UkXDXCXcBQN9CA,Ultra Bollywood,IN,19.10941836178299,81.73901426211224
UCXazgXDIYyWH-yXLAkcrFxw,elrubiusOMG,,-35.62815251099494,-95.28110053600041
UCgFXm4TI8htWmCyJ6cVPG_A,Toys and Colors,US,66.60020688357942,-157.60322984743942
UCb2HGwORFBo94DmRx4oLzow,One Direction,,-19.9192976460578,-89.42549636014223
UCe9JSDmyqNgA_l2BzGHq1Ug,HAR PAL GEO,PK,27.80134139183491,64.59847564128499
UCj-SWZSE0AmotGSQ3apROHw,PowerKids TV,IE,54.21724141900692,-9.8330724633418
UCJrOtniJ0-NWz37R30urifQ,Alan Walker,NO,68.56437325213646,15.651907323726071
UCwHE1kM1CPJd_pI9FQ0-4dg,shfa,AE,23.08296168630933,53.105177302189766
UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,MX,28.097233040795995,-103.9541374301983
UCu59yAFE8fM0sVNTipR4edw,Masha and The Bear,US,66.93621967756158,-155.11037833005625
UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,US,63.309527320920736,-146.22485870094803
UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,,-9.683349886954481,-88.53091685491344
UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,,-50.67854438026261,-101.66944137950036
UCj22tfcQrWG7EMEKS0qLeEg,CarryMinati,IN,10.718731188880607,78.03470251403373
UCpB959t8iPrxQWj7G6n0ctQ,SSSniperWolf,US,35.759467855144024,-116.46803277527877
UCkAGrHCLFmlK3H2kd6isipg,Mr Bean,,-16.634593826460033,-99.27645852934394
UCT9zcQNlyht7fRlcjmflRSA,ImagineDragons,US,43.03871056559095,-86.55608016337244
UCP84QWij0alw4MvzqzyfOnw,KHANDESHI MOVIES,IN,19.940115396762142,82.5519420314843
UCOnIJiQuk1fDSp6p1GCZy3A,YOLO AVENTURAS,MX,24.013176544234653,-99.95953236055783
UCEKWXRsfUHkan-D_ljU8Asw,Rajshri,IN,25.663347969692456,77.38944555654972
UC0WP5P-ufpRfjbNrmOWwLBQ,The Weeknd,CA,53.517868063694266,-67.80347945550572
UCbTVTephX30ZhQF5zwFppBg,rezendeevil,BR,-10.467211409132368,-52.046308364806904
UCjIA3wwhi0QjSOXAZwOXbPA,Ozuna,PR,18.135064156943407,-65.33663360364079
UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,US,37.8703212519039,-115.18887991181299
UC_aEa8K-EOJ3D6gOs7HcyNg,NoCopyrightSounds,GB,53.896282918581875,-2.3723980355613232
UCam8T03EOFBsNdR0thrFHdQ,VEGETTA777,,-48.94008724512542,-83.48798963294053
UCRm96I5kmb_iGFofE5N691w,T-Series Bollywood Classics,IN,29.577930389938437,79.11134653360799
UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,,-32.36941537646816,-99.5537838079282
UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan's World,US,31.71531699617171,-95.02343770769578
UCX52tYZiEh_mHoFja3Veciw,Eros Now Music,IN,26.43090460302986,75.27151620855557
UCt-k6JwNWHMXDBGm9IYHdsg,J Balvin,CO,9.511421081362897,-74.71470067500961
UCSiDGb0MnHFGjs4E2WKvShw,MR. INDIAN HACKER,IN,16.43189435144009,74.25644087212042
UCbomPUMyPHCgrqD5iYnzj1A,Worldwide Records Bhojpuri,IN,14.329642510242316,78.25595169516684
UCt4atlExw8aj3Bm79nv1fig,Round2hell,IN,24.763907501642105,78.58152388511982
UCZuPJZ2kGFdlbQu1qotZaHw,KAROL G,CO,2.0067905462721,-70.56196176813678
UCPNxhDvTcytIdvwXWAm43cA,Selena Gomez,,-15.791316711814261,-101.49130550154204
UCvh1at6xpV1ytYOAzxmqUsA,Jess No Limit,ID,0.866152739183768,118.80181552155793
UCbrS6gurWCftd1XG6bVOfVg,DREAM,DE,50.98337717196327,14.828921818346899
UC5c9VlYTSvBSCaoMu_GI6gQ,Total Gaming,IN,28.31866866874579,93.29123232062665
UCIPPMRA040LQr5QPyJEbmXA,MrBeast Gaming,US,32.984282891611755,-107.27820259174754
UCIvaYmXn910QMdemBG3v1pQ,Zee News,IN,26.76494637715455,69.88994775058747
UCbrd1vu4_7qIE6IPV_dA-OA,GENIAL,MX,20.92743210433781,-97.94504298555542
UCpYye8D5fFMUPf9nSfgd4bA,BabyBus - Kids Songs and Cartoons,US,69.89495230204523,-152.97578250179805
UCsPF3cApzCohxPp5oKdoWSQ,CVS 3D Rhymes & Kids Songs,,-46.71365516773361,-98.48053529665367
UC4tS4Q_Cno5JVcIUXxQOOpA,Ricis Official,ID,-7.495108054867852,109.49296292959345
UCLtNvbkqea8wN_kGtfgx_Mw,Desi Music Factory,IN,23.810695624564264,71.64014019522668
UC8-Th83bH_thdKZDJCrn88g,The Tonight Show Starring Jimmy Fallon,US,67.05758776938647,-154.09237686500586
UCN8S4CqMRy6tVKVXvs7Bzeg,WowKidz,IN,24.80078027720365,74.51086790111918
UCX8pnu3DYUnx8qy8V_c6oHg,Techno Gamerz,IN,24.120679637185347,77.04952124082892
UCttspZesZIDEwwpVIgoZtWQ,IndiaTV,IN,25.326141236610884,79.67722489597125
UC-LPIU24bQXVljUXivKEeRQ,StarPlus,IN,23.251905607682243,86.06381503174133
UCAOtE1V7Ots4DjM8JLlrYgg,Peppa Pig - Official Channel,GB,55.47088203981437,-3.1079320229821263
UCwD4x63A9KC7Si2RuSfg-SA,Lucas and Marcus,US,35.299502295105924,-86.41075758484679
UCHkj014U2CQ2Nv0UZeYpE_A,JustinBieberVEVO,US,44.247842082056565,-114.52899407875813
UCcvNYxWXR_5TjVK7cSCdW-g,T-Series Apna Punjab,IN,16.56841189585415,77.70238520410052
UCTkXRDQl0luXxVQrRQvWS6w,Dream,US,41.261822367135224,-85.25345405371381
UCgwv23FVv3lqh567yagXfNg,DisneyMusicVEVO,US,67.30831058008764,-146.11241396027887
UC_A7K2dXFsTMAciGmnNxy-Q,Saregama Music,IN,20.964232750467506,86.60148182638949
UCaHEdZtk6k7SVP-umnzifmQ,TheDonato,AR,-39.26852530169182,-69.3343374140728
UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,NL,51.284874575458645,5.450366190741249
UCw8ZhLPdQ0u_Y-TLKd61hGA,1MILLION Dance Studio,KR,37.58063228642082,128.97963829853452
UCa10nxShhzNrCE1o2ZOPztg,Trap Nation,US,64.39612241899168,-149.89007314574542
UCNzsYU0aWwjERj-9Y9HUEng,Little Angel: Nursery Rhymes & Kids Songs,US,32.98257491630272,-96.78807790117042
UC2bYhAHyaqfWlPXWBVk4BcA,Enaldinho,BR,-7.026276399709801,-36.072542057595136
UC1l7wYrva1qCH-wgqcHaaRg,David Guetta,US,34.70209237517645,-102.13154709170085
UCqwUrj10mAEsqezcItqvwEw,BB Ki Vines,IN,34.04288117513153,75.1322592915458
UCUe6ZpY6TJ0no8jI4l2iLxw,Nick Jr.,US,34.451943616458195,-79.40644442743766
UCm3hAp1m1xlAz0ve_EKAo4g,Talking Tom,US,41.909142600227725,-122.49965412189513
UCYzPXprvl5Y-Sf0g4vX-m6g,jacksepticeye,IE,52.43151041899582,-7.1467683888752145
UCEeEQxm6qc_qaTE7qTV5aLQ,HUM TV,PK,28.450637376481744,65.2102648717171
UCoGDh1Xa3kUCpok24JN5DKA,enchufetv,,-12.690536435121075,-95.6452228542301
UC56cowXhoqRWHeqfSJkIQaA,Bounce Patrol - Kids Songs,AU,-31.183020111737207,151.35540000084518
UCHcn4Ux-sO9nzNu7rDsoQLg,infobells - Tamil,IN,25.27770755318314,74.79862382776963
UC6VAIqNQBc7ggiqvsOHOBqw,NichLmao,US,44.56580018329089,-71.56996965415335
UCs8qka8tfhdc69wzXYdtZ3A,LosPolinesios,,-51.02998924148723,-91.04805967036192
UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,US,33.48068473106624,-86.96642424747562
UCKqH_9mk1waLgBiL2vT5b9g,VanossGaming,US,30.95094059471172,-94.25597395060667
UC2xjgvWb9cx5F637XjsUNxw,toycantando,CO,8.895210251167324,-76.26780549054752
UC56dNUTok1pgvpY75CsJQ4Q,Gulshan Kalra,,-36.30729403808681,-101.71052494644434
UCUaT_39o1x6qWjz7K2pWcgw,Beast Reacts,US,43.57223453541724,-86.5364161427685
UC7eHZXheF8nVOfwB2PEslMw,ashish chanchlani vines,IN,29.627559541279652,79.19888279249669
UCByOQJjav0CUDwxCk-jVNRQ,Drake,,-35.185797550848775,-89.34681725686939
UCS5Oz6CHmeoF7vSad0qqXfw,DanTDM,GB,52.51567308567311,0.8806256684310441
UC4hGmH5sABOA70D4fGb8qNQ,Frost Diamond,ID,-0.06429281403628018,112.65775010789845
UCX_uPA_dGf7wXjuMEaSKLJA,Aditya Movies,IN,22.711817513627693,74.95198041987943
UCyQqzYXQBUWgBTn4pw_fFSQ,AuronPlay,ES,42.63137948981901,-2.25774635153841
UChMJkHCD2wdvSO7CMOuLR-w,Renato Garcia,BR,-28.499325367806556,-52.7991450780693
UCJ0uqCI0Vqr2Rrt1HseGirg,The Late Late Show with James Corden,,-15.837828770981993,-88.7048970481114
UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,US,47.973854961146486,-99.85630954766441
UCi3onjs7UU2Z64i3RrVci-Q,D Billions,US,31.103807687471516,-86.34284634890297
UCgJ5_1F6yJhYLnyMszUdmUg,Shorts Break,IN,17.91125983276312,79.56010666315672
UCVp3nfGRxmMadNDuVbJSk8A,Wiz Khalifa,US,60.939407023537186,-164.6315699088111
UCo6y9hnRawAqtyWhRhblXqg,Dushyant kukreja,IN,21.922650463908663,86.50913171588806
UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,,-9.360878532144412,-99.49537944099444
UCY30JRSgfhYXA6i6xX1erWg,Smosh,US,39.869488498071746,-96.83556069690152
UC5OrDvL9DscpcAstz7JnQGA,Michael Jackson,,-39.58756152266801,-100.91266030405639
UCYqOeAXJm8yV9sJ8Ud3cR7A,Indosiar,ID,-5.189767213942664,139.84420148223643
UCKqx9r4mrFglauNBJc1L_eg,ToyPuddingTV,KR,35.88328597659908,128.6052707935425
UC0Wju2yvRlfwqraLlz5152Q,PANDA BOI,IT,43.89848622416228,11.893769536108984
UCBOmfqgTZi7yDp4-3Lr_3lA,Shemaroo Movies,IN,27.997074586289983,73.11165427498237
UC-8Q-hLdECwQmaWNwXitYDw,KatyPerryVEVO,US,33.503438790917414,-82.55338226877006
UC7TTtOQKMXTWWMtWQMIgVSA,Collins Key,US,37.121868991237605,-120.71430863741705
UC20vb-R_px4CguHzzBPhoyQ,EminemVEVO,,-44.611908765006845,-96.69168845309906
UCAW-NpUFkMyCNrvRSSGIvDQ,Ninja,US,36.10458471332374,-119.77725174440666
UCNL1ZadSjHpjm4q9j2sVtOA,Lady Gaga,,-33.55881868037123,-96.41347294147315
UCcYrdFJF7hmPXRNaWdrko4w,Chris Brown,,-21.74721545157659,-89.31671256404374
UCzoUWqjCbcfWFdOMvoep8FA,Juan De Dios Pantoja,MX,20.85109638893058,-104.29862079999896
UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,US,48.88453618325086,-104.80555937251818
UCs570zdFq_NNA5OcV8chnHw,Goldmines Movies,,-44.72493758545119,-95.11208735006696
UCeLHszkByNZtPKcaVXOCOQQ,Post Malone,US,40.10572771172167,-104.62188596243115
UCRI7hheejBbWS6etTNwMT0g,Anuel AA,CO,1.7441662213281726,-72.25624110729555
UCT2X19JJaJGUN7mrYuImANQ,America's Got Talent,US,30.97256622094384,-95.54679147592842
UC6D1L2vxEAg_Vi0JSxMBDgA,Dan Rhodes,GB,53.935126812248946,-0.502992248946887
UC0DZmkupLYwc0yDsfocLh0A,Jelly,GB,56.692135809573344,-4.207451750471719
UCmphdqZNmqL72WJ2uyiNw5w,ABPLIVE,IN,19.797395704450206,74.28294651526494
UCoQm-PeHC-cbJclKJYJ8LzA,Fede Vigevani,MX,19.277842702995923,-89.56463244395279
UClFN9LShD_Pv0wnSeUKbUZw,That Little Puff,US,41.758510625556596,-118.65651792419509
UC70Dib4MvFfT1tU6MqeyHpQ,Preston,US,63.24838534639079,-157.30608818765091
UCcartHVtvAUzfajflyeT_Gg,Miss Katy,GB,54.57359341174623,-3.2320144850686816
UCb8vrqP8Z7Oz9ZTYvUtjUHQ,Daniel LaBelle,,-13.946301811951571,-104.18254835566682
UC3ar28GS6o1p0m_wabfk2zw,Pen Movies,IN,23.74831208923837,91.27451987184898
UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,US,55.559605790067124,-132.6429774258765
UCSf0s2ogUVYpJPuzW1zpAOg,LankyBox,US,44.62260755583121,-116.50686794593159
UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,GB,50.672207817884846,-2.551846806737318
UCUY6t_N9MyEWu6I0ZXkbtKA,Las Ratitas,ES,42.18472864296341,-7.271063161676365
UC-6czyMkxDi8E8akPl0c7_w,Enrique Iglesias,,-47.31024563885723,-101.47941714075262
UCpb_iJuhFe8V6rQdbNqfAlQ,NickyJamTV,US,63.89852659054776,-144.11161830106698
UCG8rbF3g2AMX70yOd8vqIZg,Logan Paul,US,29.532052212085915,-82.09899483742753
UCoookXUzPciGrEZEXmh4Jjg,Sesame Street,US,47.15712121193246,-89.33225691906588
UCvA9_f5Lwk-poMynabtrZPg,Rans Entertainment,ID,1.4231595654785032,128.29033576365475
UCucot-Zp428OwkyRm2I7v2Q,James Charles,US,66.62404736170423,-157.22169875525046
UC_x8HoD18XJkILQBreVENUQ,DJ Snake,US,39.19007547425467,-109.34090913916255
UC24_Z2L-8Ki183AI9zJJzNQ,TRANS7 OFFICIAL,ID,-1.919364149578028,114.177989538043
UC2xskkQVFEpLcGFnNSLQY0A,RihannaVEVO,US,29.834857840439888,-99.07477836049233
UCCgLoMYIyP0U56dEhEL1wXQ,Chloe Ting,AU,-30.668576457630042,116.09588493813497
UCl_P0sCqxOdQpMwuajdXkRg,Diana and Roma EN,US,48.965323666668645,-98.37779293630798
UCpcsv3Ow-8IhoUGDEfPetsQ,Venus Movies,IN,20.177225949174055,82.86683827700874
UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,CA,67.15457300217996,-82.5596177359181
UCNvYCW3cMbkWy2g2v4Wb6xw,shfa show India,AE,23.63528386477089,55.44777174581564
UCBNs31xysxpAGMheg8OrngA,Yuya,,-27.403741410999988,-102.57187540240338
UCNzmmbXIbMzlqE8nD1PBXfg,Dangal TV Channel,IN,18.00068502563646,76.00382943986529
UCbKWv2x9t6u8yZoB3KcPtnw,Alan Becker,US,35.22397857143851,-82.70992299999453
UCzI7wZyqk7jpXWT_MILjepw,Paulo Londra,AR,-33.73081169298094,-61.32711460750538
UCHAbNxkU837UAkZ-OPtdUUw,toyorbabytv,JO,29.882551366692553,35.96951226940266
UCgtNC51EUSgcZ6kKyVoPxKA,Becky G,US,34.47904520654493,-113.12886358133177
UCwppdrjsBPAZg5_cUwQjfMQ,Charlie Puth,US,37.60343106193616,-112.1675979817362
UCbW18JZRgko_mOGm5er8Yzg,OneDirectionVEVO,,-29.217860522858132,-102.41389776256838
UCL5nlHWXVLeOsSjKH2fhmsg,KL BRO Biju Rithvik,,-47.07525818598949,-100.07035044023318
UCI78AdiI6f7VKhqW1i4B3Rw,Zach Choi,US,41.21854540567406,-95.51829283004574
UCq3Ci-h945sbEYXpVlw7rJg,The Chainsmokers,US,63.1307100170784,-141.30616461927656
UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,US,29.904389483254675,-90.99159142203595
UCunqjMN6EEbXjzU-RvwJrig,Heroindori,IN,13.661391607844141,75.02066380415367
UCC-RHF_77zQdKcA75hr5oTQ,FGTeeV,US,32.04912646522797,-83.05679990072778
UCj5RwDivLksanrNvkW0FB4w,GMA Public Affairs,PH,17.733034089888363,121.10873385449415
UCjvgGbPPn-FgYeguc5nxG4A,Sourav Joshi Vlogs,IN,21.309774498560717,78.52715440733932
UCz7PhJtc2G8Sre2vCLfmqAw,Akshay Nagwadiya,,-45.217654322506576,-86.84938176677642
UCMsPm8-25ygqRrRe9_s1WFw,LeoNata Family,US,67.965388702892,-147.89862508091474
UCatL-c6pmnjzEOHSyjn-sHA,Khan GS Research Centre,IN,27.5775665918231,93.33110604119207
UCymK_3BWUcoYVVf5D_GmACQ,Tsuriki Show,DE,50.062581464046374,7.387255510702106
UCJFp8uSYCjXOMnkUyb3CQ3Q,Tasty,US,40.015041089000604,-106.83703616982811
UCNYW2vfGrUE6R5mIJYzkRyQ,DrossRotzank,AR,-27.453992209124586,-55.15441562467359
UCke6I9N4KfC968-yRcd5YRg,SSundee,US,30.13413370982124,-101.92824428242918
UCOhHO2ICt0ti9KAh-QHvttQ,Technical Guruji,IN,17.274642607907598,76.50459719971266
UC7Pq3Ko42YpkCB_Q4E981jw,Kids TV - Nursery Rhymes And Baby Songs,IN,18.3761544929198,79.26839599133355
UCNhqvQMXIgRfjAGmxQqdNRw,Rotana,SA,27.59752607420215,39.66713628583082
UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,GB,50.85032184024414,-3.083873562313011
UCk3JZr7eS3pg5AGEvBdEvFg,Village Cooking Channel,IN,30.20778634517981,74.61541198583357
UC_hSjGOO67A6gIDUcyuv_8A,Infinite,US,64.66598267741063,-154.94090422316475
UCrnQFuUabBHaw-BRhPo8xEA,ZAMZAM ELECTRONICS TRADING,AE,24.663555591974614,55.24332015477169
UCN4NflpHqLeHQZ91kTUVCBw,Ishaan Ali 11,IN,25.307551193656295,87.35609941374238
UCBBZ7No0AzEJ3qiatjSa-mg,SMOL,US,68.29476754109795,-157.95824097198962
UCYauDsl-rswjQGpA0_-Z9Pw,Ultra Movie Parlour,IN,11.103017035676109,77.67451316307739
UCAuUUnT6oDeKwE6v1NGQxug,TED,US,66.25872247271758,-160.6043014791841
UChOQkbLHWi3zSCUjT7Kjd1g,invictor,ES,40.04797537857776,-2.0454262521249795
UCBnxEdpoZwstJqC1yZpOjRA,Sun TV,IN,14.72263129191619,75.47816948180053
UCPOw2O3_uZ1doro9iR4x6vw,mmoshaya,SA,28.72270514515631,38.593925242265726
UC5xAPCVizxOfnMECMXkal2Q,Tiger Wong Entertainment,ID,-2.1147506054329117,121.46357903043483
UCja7QUMRG9AD8X2F_vXFb9A,The Royalty Family,US,35.59171907646002,-116.47792150200391
UCvYhgH0hXziSz9IyPztzUug,Eva Bravo Play,US,45.82633281748484,-108.65110625646423
UCw1SQ6QRRtfAhrN_cjkrOgA,LazarBeam,AU,-25.004159014632748,121.01700109791686
UCMrvxKTx9hLhZcOvJkYOnAw,AS Gaming,IN,12.013932100521844,79.75200046510871
UCqsS8fU6yVxrJr5y_CoUn3w,HaerteTest,DE,50.8505604273223,12.830472295920206
UC9gFih9rw0zNCK3ZtoKQQyA,JennaMarbles,,-13.266870113645588,-96.94790924115631
UCsSsgPaZ2GSmO6il8Cb5iGA,DaFuq!?Boom!,US,41.78999125126039,-115.55777268571478
UCBz9qbqujcjIavFmBJW2oZw,Sony AATH,US,27.672590621236274,-80.88784120339507
UCzXpAx4v6rFLYXkJZ5nmSvQ,LIV Crime,IN,17.631321248888863,77.60923654242386
UC2etEuPIfohP4P53wM0KImA,5-Minute Crafts DIY,US,41.18760217619425,-105.97378162468875
UCm-Qr3k89gtXcuv2jL29XFw,Marta and Rustam,US,44.01839468249217,-107.14320002058543
UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,IN,30.30282989636528,78.60719636642098
UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,US,29.48176787391787,-98.1579107785914
UCPHjpfnnGklkRBBTd0k6aHg,Avicii,SE,61.44903959430516,12.864736857531913
UCUtZaxDF3hD5VK4xRYFBePQ,Britain's Got Talent,GB,50.75132641755626,-2.580350313110273
UCUAL--p3qAa27luR0IYbjZA,Pencilmation,US,33.72613462604057,-96.9786368053931
UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay,,-22.414847131626072,-87.7099110761661
UCWJ2lWNubArHWmf3FIHbfcQ,NBA,US,33.01525717459734,-105.70056710103059
UCelMeixAOTs2OQAAi9wU8-g,CookieSwirlC,US,43.596952109395744,-105.80027943101003
UCIPA6iWNaoetaa1T46RkzXw,AuthenticGames,BR,-16.16667987795733,-52.09212118471276
UCR-foyF-C6VuAlwy3KZMkgA,Dr. Vivek Bindra: Motivational Speaker,IN,25.66585343513,82.41172349746026
UCyxbZF7_PK4nLiexj0kkCNg,Romeo Santos,US,48.8474345583517,-117.25468504305852
UC6paX0kLA8D81aYogceMufw,Rafa & Luiz,BR,-14.184324255361215,-53.01565345710558
UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,,-10.678454768980728,-101.96735499811302
UC0v-tlzsn0QZwJnkiaUSJVQ,REACT,US,64.22906835148868,-144.54567650314996
UCNRl8nOCoUvki2FNFxQZgEg,dednahype,LV,56.31313694021206,24.111871613122418
UCbD8EppRX3ZwJSou-TVo90A,Mnet K-POP,,-49.766664717409775,-83.81670470371363
UC2pmfLm7iq6Ov1UwYrWYkZA,Vevo,,-8.423440395110909,-88.97864527560097
UCSs9H1cyB3OHdy8wkit8ZKg,etvteluguindia,IN,33.57350439293774,77.34912594764808
UC03RvJoIhm_fMwlUpm9ZvFw,Crafty Panda,US,48.51995057340472,-115.19685180938134
